asr,diar,oracle,clip_id,cp_errors,cp_len,di_errors,di_len,wer_errors,wer_len,wder_errors,wder_len,ref_words,hyp_words,ref_spk,hyp_spk
whisper,pyannote31+rule,False,LctYmmr9-Vg__000000000_000061000,119,139,119,139,120,139,4,83,139,88,2,2
whisper,pyannote31+rule,False,LqQHdo7t5Ps__000198000_000498000,587,692,587,692,583,692,19,458,692,484,3,3
whisper,pyannote31+rule,False,Md3p6RTanBg__000315000_000426000,249,298,249,298,249,298,7,107,298,109,3,3
whisper,pyannote31+rule,False,MmtWBUK2DKE__000000000_000310000,538,1083,538,1083,505,1083,36,768,1083,777,5,4
whisper,pyannote31+rule,False,NLgHpYyf5bY__000313000_000383000,132,240,132,240,132,240,0,144,240,144,2,2
whisper,pyannote31+rule,False,NuhdqCEuIBo__000197000_000540000,1297,1369,1297,1369,1294,1369,75,312,1369,313,3,3
whisper,pyannote31+rule,False,O4_aeGFzZ8A__000000000_000335000,676,702,676,702,676,702,80,253,702,253,8,8
whisper,pyannote31+rule,False,OXUt5KnlUMo__000091000_000181000,248,248,248,248,248,248,26,215,248,215,2,2
whisper,pyannote31+rule,False,OxYCBQKZ3iY__000000000_001822000,5295,5525,5295,5525,5268,5525,603,1476,5525,1482,7,6
whisper,pyannote31+rule,False,PCUA2q2C-2A__000045000_000107000,135,154,135,154,135,154,0,119,154,128,3,3
whisper,pyannote31+rule,False,PEDfT9-Yf2o__000000000_000469000,929,1051,929,1051,926,1051,25,348,1051,361,3,3
whisper,pyannote31+rule,False,PQB3-4sZUeY__000000000_001132000,2898,3024,2898,3024,2866,3024,372,886,3024,893,4,4
whisper,pyannote31+rule,False,PRAzUz0GANs__000223000_000283000,192,194,192,194,191,194,15,21,194,21,2,2
whisper,pyannote31+rule,False,PSIzXy5-y2E__000002000_000918000,2557,2480,2480,2480,2480,2480,917,1864,2480,1864,3,4
whisper,pyannote31+rule,False,PVDfS7lcJHY__000000000_000360000,1009,1036,1009,1036,1006,1036,109,239,1036,239,6,6
whisper,pyannote31+rule,False,Pjre5dpnKGA__000000000_000330000,755,769,755,769,754,769,72,195,769,195,4,3
whisper,pyannote31+rule,False,QhpjuNTZoA8__000000000_000586000,1532,1572,1532,1572,1515,1572,173,448,1572,448,3,3
whisper,pyannote31+rule,False,QuA_B6IZ6Ls__000061000_001863000,3870,6635,3817,6635,3653,6635,357,3918,6635,3953,4,5
whisper,pyannote31+rule,False,RL2fhIEEbZg__000000000_000065000,159,164,159,164,159,164,5,46,164,46,3,2
whisper,pyannote31+rule,False,RL2fhIEEbZg__000066000_001034000,2475,2570,2475,2570,2472,2570,145,574,2570,575,3,3
whisper,pyannote31+rule,False,RWTmftezCwI__000000000_000060000,119,119,119,119,119,119,11,23,119,23,2,2
whisper,pyannote31+rule,False,RZUZyvRzi80__000000000_000336000,1018,1085,1018,1085,1010,1085,50,260,1085,264,4,4
whisper,pyannote31+rule,False,SZ7ay4OjfAE__000000000_000897000,2105,2159,2105,2159,2097,2159,251,463,2159,463,5,5
whisper,pyannote31+rule,False,T3I2T-cfhG4__000160000_000210000,110,116,110,116,110,116,18,81,116,83,2,2
whisper,pyannote31+rule,False,TU3M6wSQV_g__000099000_000171000,209,216,209,216,207,216,11,48,216,48,2,2
whisper,pyannote31+rule,False,Tlha36rSd5o__000240000_000374000,264,318,264,318,264,318,12,207,318,211,2,2
whisper,pyannote31+rule,False,TrPnW5kLAyQ__000093000_000513000,979,1099,979,1099,974,1099,52,686,1099,695,4,4
whisper,pyannote31+rule,False,U_EHjxThUgc__000181000_000289000,276,299,276,299,276,299,5,69,299,70,3,3
whisper,pyannote31+rule,False,VHlIFsHPWbk__000023000_000470000,1329,1329,1329,1329,1329,1329,159,291,1329,291,4,4
whisper,pyannote31+rule,False,VKY0uuZ6Om8__000575000_000935000,960,1077,960,1077,955,1077,87,594,1077,611,3,3
whisper,pyannote31+rule,False,VY_4x1scS-Y__000013000_000121000,302,336,302,336,291,336,28,174,336,181,4,4
whisper,ref,True,0AEEA8NyVwY__000011000_000609000,1061,1333,1061,1333,1060,1333,33,1015,1333,1041,3,3
whisper,ref,True,0SoItGfM_sY__000007000_000088000,152,165,152,165,151,165,12,74,165,74,5,5
whisper,ref,True,0VEwL9XZ0LY__000261000_000557000,711,873,711,873,690,873,76,701,873,717,2,2
whisper,ref,True,0esIFSOAcFs__000000000_000913000,2381,2748,2381,2748,2369,2748,72,715,2748,722,3,3
whisper,ref,True,0p6cktLGIfY__000012000_000930000,2345,2567,2345,2567,2306,2567,142,620,2567,631,6,4
whisper,ref,True,13VBh0Z6QmE__000000000_000904000,1862,2499,1862,2499,1851,2499,99,1732,2499,1762,4,4
whisper,ref,True,1LFl5JEipII__000000000_000597000,1428,1590,1428,1590,1415,1590,146,556,1590,563,5,5
whisper,ref,True,2HGP34TNvjg__000084000_000194000,296,296,296,296,296,296,67,241,296,241,2,2
whisper,ref,True,2LN6vb7EBn0__000098000_000394000,655,751,655,751,642,751,90,417,751,423,3,3
whisper,ref,True,2T4pjueLrsk__000677000_001290000,2315,2314,2314,2314,2314,2314,692,1730,2314,1730,4,4
whisper,ref,True,2gGHQgj9yno__000000000_000099000,270,285,270,285,269,285,13,51,285,51,4,2
whisper,ref,True,2iMXYxBTwbM__000339000_000401000,187,188,181,188,174,188,67,122,188,122,3,3
whisper,ref,True,37dND_0r6S8__000060000_000222000,497,557,497,557,475,557,84,270,557,271,2,2
whisper,ref,True,4Qg2jWP6_T0__000136000_000202000,260,266,260,266,259,266,59,80,266,80,3,3
whisper,ref,True,6-726qTlYeg__000102000_000162000,213,214,213,214,213,214,22,38,214,38,2,2
whisper,ref,True,6ZeRgvDHwcI__000006000_000100000,166,189,166,189,155,189,20,79,189,84,2,2
whisper,ref,True,6f6TLzlP8Wk__000082000_000144000,227,236,227,236,226,236,13,31,236,31,2,2
whisper,ref,True,7L4gi7Ncc0s__000090000_000148000,125,125,125,125,125,125,6,61,125,61,2,2
whisper,ref,True,7WhVNRHbjIY__000091000_001089000,1945,2482,1945,2482,1906,2482,108,1565,2482,1605,5,5
whisper,ref,True,7YfsQPYY-W0__000351000_000411000,208,208,208,208,208,208,19,37,208,37,2,2
whisper,ref,True,7c9ePKgqams__000299000_000869000,1485,1522,1479,1522,1472,1522,83,262,1522,262,4,4
whisper,ref,True,7k-xDqNjESc__000073000_000981000,2243,2239,2238,2239,2238,2239,207,489,2239,489,4,4
whisper,ref,True,83gP2vLH7UY__000255000_002005000,5295,5799,5295,5799,5247,5799,481,2345,5799,2404,5,5
whisper,ref,True,86mMTUeDiR8__000181000_001079000,2243,2393,2243,2393,2233,2393,191,637,2393,637,5,5
whisper,ref,True,87Zbup3ohcw__000106000_000445000,494,749,494,749,466,749,33,511,749,524,4,4
whisper,ref,True,8Ve4SWhlrrA__000000000_000070000,133,133,133,133,133,133,6,107,133,107,2,2
whisper,ref,True,8mvORuRHw2U__000000000_001197000,3092,3492,3092,3492,3078,3492,133,964,3492,968,4,4
whisper,ref,True,8o7jKmq6HsM__000030000_001770000,4167,4572,4167,4572,4163,4572,235,2699,4572,2726,6,6
whisper,ref,True,8pkp-lpMJP0__000326000_000926000,1498,1535,1497,1535,1494,1535,192,372,1535,372,8,8
whisper,ref,True,8r2Nltl0W4o__000259000_000320000,244,253,244,253,241,253,9,52,253,53,2,1
whisper,ref,True,90uAd6xpTPo__000016000_000408000,658,1212,658,1212,641,1212,25,745,1212,756,4,4
whisper,ref,True,9Aw8kg8w5Xo__000000000_000083000,179,199,179,199,179,199,6,101,199,102,4,3
whisper,ref,True,9_GMxc_JjyI__000236000_000368000,361,371,360,371,355,371,31,187,371,187,2,2
whisper,ref,True,ARCKJrGkITw__000014000_000496000,1330,1375,1330,1375,1318,1375,116,300,1375,300,3,3
whisper,ref,True,ARZl7LT0UC0__000073000_000130000,145,153,145,153,145,153,6,25,153,25,3,3
whisper,ref,True,A_dohDOK6Ic__000000000_000600000,922,1829,922,1829,918,1829,5,1303,1829,1309,3,3
whisper,ref,True,B2ScTgeIIck__000117000_000180000,222,174,222,174,222,174,114,174,174,222,2,2
whisper,ref,True,BGAAfht5dYw__000000000_000612000,1987,2105,1987,2105,1966,2105,126,381,2105,381,4,4
whisper,ref,True,BYLcUGNB_zM__000020000_001387000,3130,3287,3130,3287,3120,3287,82,957,3287,958,4,4
whisper,ref,True,Bngfppo1QtA__000028000_000927000,2364,2456,2364,2456,2337,2456,295,705,2456,705,5,5
whisper,ref,True,CO_8ppdzq9U__000000000_000695000,1326,1591,1326,1591,1320,1591,81,1124,1591,1163,4,4
whisper,ref,True,Cku_X_SL7qU__000060000_000660000,1809,1778,1809,1778,1778,1778,808,1588,1778,1588,3,3
whisper,ref,True,DPmew0didIM__000191000_000512000,746,768,746,768,735,768,89,166,768,166,5,5
whisper,ref,True,EmsKkNN2Me4__000035000_000095000,179,179,179,179,179,179,55,117,179,117,2,2
whisper,ref,True,ExGJodnzocM__000212000_000527000,699,1161,699,1161,538,1161,200,860,1161,869,4,4
whisper,ref,True,F2uXav-wriA__000000000_000907000,1159,2765,1159,2765,1133,2765,58,2042,2765,2061,4,4
whisper,ref,True,FDMf9ApmoNU__000016000_000686000,1488,1670,1488,1670,1461,1670,128,582,1670,590,4,4
whisper,ref,True,G6qzg93FxwE__000021000_000116000,229,267,229,267,219,267,16,69,267,70,2,2
whisper,ref,True,GEc_sS2KWo8__000096000_000290000,474,518,474,518,473,518,22,153,518,154,4,3
whisper,ref,True,GfFLEIAAumk__000090000_000163000,201,216,201,216,200,216,13,60,216,60,2,2
whisper,ref,True,Gq45evw6ytY__000597000_001464000,2740,2740,2740,2740,2740,2740,392,694,2740,694,3,3
whisper,ref,True,HZv_WvIr6lE__000021000_000105000,206,260,206,260,195,260,26,195,260,197,3,3
whisper,ref,True,HpYG46tGyYs__000103000_000998000,1143,2552,1143,2552,1100,2552,54,2073,2552,2133,4,4
whisper,ref,True,IAm1rt-MYcA__000004000_000558000,1547,1688,1547,1688,1517,1688,106,536,1688,541,4,4
whisper,ref,True,Iare1Emeueg__000016000_000069000,97,139,97,139,86,139,15,83,139,87,2,2
whisper,ref,True,IfTL8SSN270__000062000_000671000,1227,2214,1227,2214,1128,2214,136,1314,2214,1328,4,4
whisper,ref,True,Ig6szCD8m20__000046000_000106000,168,193,168,193,152,193,40,178,193,180,2,2
whisper,ref,True,Iqhnt8ENm3U__000027000_000088000,165,177,165,177,164,177,17,40,177,40,3,3
whisper,ref,True,J4-VpEkBzWw__000000000_000600000,1510,1552,1509,1552,1507,1552,106,351,1552,351,7,7
whisper,ref,True,JBYGLQJwFDc__000103000_000407000,610,680,610,680,577,680,104,407,680,416,3,3
whisper,ref,True,JSB1CeS4pP8__000000000_000632000,1975,2088,1975,2088,1965,2088,156,642,2088,645,4,4
whisper,ref,True,Jc5AVwg2cZM__000153000_000214000,159,172,159,172,147,172,44,88,172,88,3,3
whisper,ref,True,KAtdcDieQMw__000057000_000599000,1742,1742,1742,1742,1742,1742,477,971,1742,971,3,3
whisper,ref,True,KPkRi3GM7fs__000047000_000642000,1773,1773,1773,1773,1773,1773,308,450,1773,450,3,3
whisper,ref,True,Kdi-ECuOaKg__000002000_000078000,120,91,120,91,108,91,69,91,91,109,6,6
whisper,ref,True,L7xRazDdtgw__000019000_000083000,88,102,88,102,64,102,32,73,102,75,3,3
whisper,ref,True,LBIWBxQ5H1s__000090000_001020000,2451,2452,2451,2452,2451,2452,357,503,2452,503,4,4
whisper,ref,True,LK23jX9tgZM__000059000_000221000,518,548,518,548,513,548,29,117,548,118,3,3
whisper,ref,True,LctYmmr9-Vg__000000000_000061000,119,139,119,139,120,139,3,83,139,88,2,2
whisper,ref,True,LqQHdo7t5Ps__000198000_000498000,604,692,604,692,583,692,45,458,692,484,3,3
whisper,ref,True,Md3p6RTanBg__000315000_000426000,249,298,249,298,249,298,7,107,298,109,3,3
whisper,ref,True,MmtWBUK2DKE__000000000_000310000,525,1083,525,1083,505,1083,28,768,1083,777,5,4
whisper,ref,True,NLgHpYyf5bY__000313000_000383000,154,240,154,240,132,240,24,144,240,144,2,2
whisper,ref,True,NuhdqCEuIBo__000197000_000540000,1296,1369,1296,1369,1294,1369,85,312,1369,313,3,3
whisper,ref,True,O4_aeGFzZ8A__000000000_000335000,676,702,676,702,676,702,79,253,702,253,8,8
whisper,ref,True,OXUt5KnlUMo__000091000_000181000,248,248,248,248,248,248,38,215,248,215,2,2
whisper,ref,True,OxYCBQKZ3iY__000000000_001822000,5274,5525,5274,5525,5268,5525,524,1476,5525,1482,7,7
whisper,ref,True,PCUA2q2C-2A__000045000_000107000,135,154,135,154,135,154,0,119,154,128,3,3
whisper,ref,True,PEDfT9-Yf2o__000000000_000469000,930,1051,930,1051,926,1051,25,348,1051,361,3,3
whisper,ref,True,PQB3-4sZUeY__000000000_001132000,2883,3024,2883,3024,2866,3024,292,886,3024,893,4,4
whisper,ref,True,PRAzUz0GANs__000223000_000283000,191,194,191,194,191,194,7,21,194,21,2,2
whisper,ref,True,PSIzXy5-y2E__000002000_000918000,2480,2480,2480,2480,2480,2480,883,1864,2480,1864,3,3
whisper,ref,True,PVDfS7lcJHY__000000000_000360000,1009,1036,1009,1036,1006,1036,112,239,1036,239,6,6
whisper,ref,True,Pjre5dpnKGA__000000000_000330000,756,769,756,769,754,769,76,195,769,195,4,4
whisper,ref,True,QhpjuNTZoA8__000000000_000586000,1517,1572,1517,1572,1515,1572,83,448,1572,448,3,3
whisper,ref,True,QuA_B6IZ6Ls__000061000_001863000,5559,6635,5559,6635,3653,6635,1661,3918,6635,3953,4,4
whisper,ref,True,RL2fhIEEbZg__000000000_000065000,159,164,159,164,159,164,5,46,164,46,3,2
whisper,ref,True,RL2fhIEEbZg__000066000_001034000,2484,2570,2484,2570,2472,2570,159,574,2570,575,3,3
whisper,ref,True,RWTmftezCwI__000000000_000060000,119,119,119,119,119,119,11,23,119,23,2,2
whisper,ref,True,RZUZyvRzi80__000000000_000336000,1018,1085,1018,1085,1010,1085,50,260,1085,264,4,4
whisper,ref,True,SZ7ay4OjfAE__000000000_000897000,2101,2159,2101,2159,2097,2159,244,463,2159,463,5,5
whisper,ref,True,T3I2T-cfhG4__000160000_000210000,110,116,110,116,110,116,19,81,116,83,2,2
whisper,ref,True,TU3M6wSQV_g__000099000_000171000,209,216,209,216,207,216,13,48,216,48,2,2
whisper,ref,True,Tlha36rSd5o__000240000_000374000,264,318,264,318,264,318,12,207,318,211,2,2
whisper,ref,True,TrPnW5kLAyQ__000093000_000513000,981,1099,981,1099,974,1099,57,686,1099,695,4,4
whisper,ref,True,U_EHjxThUgc__000181000_000289000,276,299,276,299,276,299,5,69,299,70,3,3
whisper,ref,True,VHlIFsHPWbk__000023000_000470000,1329,1329,1329,1329,1329,1329,154,291,1329,291,4,4
whisper,ref,True,VKY0uuZ6Om8__000575000_000935000,977,1077,977,1077,955,1077,163,594,1077,611,3,3
whisper,ref,True,VY_4x1scS-Y__000013000_000121000,302,336,302,336,291,336,39,174,336,181,4,4
whisper,sortformer,False,0AEEA8NyVwY__000011000_000609000,1060,1333,1060,1333,1060,1333,33,1015,1333,1041,3,3
whisper,sortformer,False,0SoItGfM_sY__000007000_000088000,154,165,154,165,151,165,11,74,165,74,5,3
whisper,sortformer,False,0VEwL9XZ0LY__000261000_000557000,695,873,695,873,690,873,26,701,873,717,2,2
whisper,sortformer,False,1LFl5JEipII__000000000_000597000,1474,1590,1474,1590,1415,1590,306,556,1590,563,5,4
whisper,sortformer,False,2HGP34TNvjg__000084000_000194000,315,296,296,296,296,296,97,241,296,241,2,3
whisper,sortformer,False,2LN6vb7EBn0__000098000_000394000,652,751,652,751,642,751,77,417,751,423,3,3
whisper,sortformer,False,2T4pjueLrsk__000677000_001290000,2314,2314,2314,2314,2314,2314,704,1730,2314,1730,4,2
whisper,sortformer,False,2gGHQgj9yno__000000000_000099000,269,285,269,285,269,285,13,51,285,51,4,3
whisper,sortformer,False,2iMXYxBTwbM__000339000_000401000,177,188,177,188,174,188,39,122,188,122,3,2
whisper,sortformer,False,37dND_0r6S8__000060000_000222000,479,557,479,557,475,557,31,270,557,271,2,2
whisper,sortformer,False,4Qg2jWP6_T0__000136000_000202000,259,266,259,266,259,266,69,80,266,80,3,2
whisper,sortformer,False,6-726qTlYeg__000102000_000162000,213,214,213,214,213,214,8,38,214,38,2,2
whisper,sortformer,False,6ZeRgvDHwcI__000006000_000100000,155,189,155,189,155,189,7,79,189,84,2,2
whisper,sortformer,False,6f6TLzlP8Wk__000082000_000144000,228,236,228,236,226,236,7,31,236,31,2,2
whisper,sortformer,False,7L4gi7Ncc0s__000090000_000148000,125,125,125,125,125,125,6,61,125,61,2,2
whisper,sortformer,False,7YfsQPYY-W0__000351000_000411000,208,208,208,208,208,208,22,37,208,37,2,2
whisper,sortformer,False,7c9ePKgqams__000299000_000869000,1475,1522,1475,1522,1472,1522,59,262,1522,262,4,3
whisper,sortformer,False,87Zbup3ohcw__000106000_000445000,467,749,467,749,466,749,7,511,749,524,4,4
whisper,sortformer,False,8Ve4SWhlrrA__000000000_000070000,133,133,133,133,133,133,5,107,133,107,2,2
whisper,sortformer,False,8pkp-lpMJP0__000326000_000926000,1511,1535,1509,1535,1494,1535,200,372,1535,372,8,4
whisper,sortformer,False,8r2Nltl0W4o__000259000_000320000,241,253,241,253,241,253,11,52,253,53,2,2
whisper,sortformer,False,90uAd6xpTPo__000016000_000408000,897,1212,873,1212,641,1212,256,745,1212,756,4,4
whisper,sortformer,False,9Aw8kg8w5Xo__000000000_000083000,180,199,179,199,179,199,6,101,199,102,4,3
whisper,sortformer,False,9_GMxc_JjyI__000236000_000368000,360,371,360,371,355,371,26,187,371,187,2,2
whisper,sortformer,False,ARCKJrGkITw__000014000_000496000,1337,1375,1337,1375,1318,1375,116,300,1375,300,3,2
whisper,sortformer,False,ARZl7LT0UC0__000073000_000130000,145,153,145,153,145,153,4,25,153,25,3,3
whisper,sortformer,False,A_dohDOK6Ic__000000000_000600000,1543,1829,1523,1829,918,1829,406,1303,1829,1309,3,3
whisper,sortformer,False,B2ScTgeIIck__000117000_000180000,222,174,222,174,222,174,71,174,174,222,2,2
whisper,sortformer,False,Cku_X_SL7qU__000060000_000660000,1778,1778,1778,1778,1778,1778,794,1588,1778,1588,3,3
whisper,sortformer,False,DPmew0didIM__000191000_000512000,749,768,749,768,735,768,82,166,768,166,5,4
whisper,sortformer,False,EmsKkNN2Me4__000035000_000095000,179,179,179,179,179,179,49,117,179,117,2,2
whisper,sortformer,False,ExGJodnzocM__000212000_000527000,847,1161,847,1161,538,1161,212,860,1161,869,4,3
whisper,sortformer,False,G6qzg93FxwE__000021000_000116000,229,267,229,267,219,267,15,69,267,70,2,2
whisper,sortformer,False,GEc_sS2KWo8__000096000_000290000,474,518,474,518,473,518,18,153,518,154,4,3
whisper,sortformer,False,GfFLEIAAumk__000090000_000163000,200,216,200,216,200,216,6,60,216,60,2,2
whisper,sortformer,False,HZv_WvIr6lE__000021000_000105000,202,260,202,260,195,260,22,195,260,197,3,3
whisper,sortformer,False,IAm1rt-MYcA__000004000_000558000,1585,1688,1585,1688,1517,1688,131,536,1688,541,4,3
whisper,sortformer,False,Iare1Emeueg__000016000_000069000,86,139,86,139,86,139,10,83,139,87,2,2
whisper,sortformer,False,IfTL8SSN270__000062000_000671000,1166,2214,1166,2214,1128,2214,81,1314,2214,1328,4,4
whisper,sortformer,False,Ig6szCD8m20__000046000_000106000,156,193,156,193,152,193,5,178,193,180,2,2
whisper,sortformer,False,Iqhnt8ENm3U__000027000_000088000,167,177,167,177,164,177,16,40,177,40,3,2
whisper,sortformer,False,J4-VpEkBzWw__000000000_000600000,1521,1552,1521,1552,1507,1552,160,351,1552,351,7,4
whisper,sortformer,False,JBYGLQJwFDc__000103000_000407000,578,680,578,680,577,680,50,407,680,416,3,3
whisper,sortformer,False,Jc5AVwg2cZM__000153000_000214000,153,172,153,172,147,172,17,88,172,88,3,3
whisper,sortformer,False,KAtdcDieQMw__000057000_000599000,1742,1742,1742,1742,1742,1742,478,971,1742,971,3,3
whisper,sortformer,False,KPkRi3GM7fs__000047000_000642000,1773,1773,1773,1773,1773,1773,306,450,1773,450,3,3
whisper,sortformer,False,Kdi-ECuOaKg__000002000_000078000,149,91,149,91,108,91,40,91,91,109,6,2
whisper,sortformer,False,L7xRazDdtgw__000019000_000083000,66,102,66,102,64,102,4,73,102,75,3,3
whisper,sortformer,False,LK23jX9tgZM__000059000_000221000,551,548,517,548,513,548,63,117,548,118,3,4
whisper,sortformer,False,LctYmmr9-Vg__000000000_000061000,119,139,119,139,120,139,4,83,139,88,2,2
whisper,sortformer,False,LqQHdo7t5Ps__000198000_000498000,691,692,733,692,583,692,442,458,692,484,3,2
whisper,sortformer,False,Md3p6RTanBg__000315000_000426000,249,298,249,298,249,298,7,107,298,109,3,3
whisper,sortformer,False,MmtWBUK2DKE__000000000_000310000,1147,1083,1147,1083,505,1083,369,768,1083,777,5,2
whisper,sortformer,False,NLgHpYyf5bY__000313000_000383000,134,240,134,240,132,240,1,144,240,144,2,2
whisper,sortformer,False,NuhdqCEuIBo__000197000_000540000,1295,1369,1295,1369,1294,1369,78,312,1369,313,3,3
whisper,sortformer,False,O4_aeGFzZ8A__000000000_000335000,745,702,745,702,676,702,171,253,702,253,8,4
whisper,sortformer,False,OXUt5KnlUMo__000091000_000181000,248,248,248,248,248,248,26,215,248,215,2,2
whisper,sortformer,False,PCUA2q2C-2A__000045000_000107000,135,154,135,154,135,154,0,119,154,128,3,3
whisper,sortformer,False,PEDfT9-Yf2o__000000000_000469000,968,1051,968,1051,926,1051,109,348,1051,361,3,2
whisper,sortformer,False,PRAzUz0GANs__000223000_000283000,192,194,192,194,191,194,14,21,194,21,2,2
whisper,sortformer,False,PVDfS7lcJHY__000000000_000360000,1015,1036,1015,1036,1006,1036,151,239,1036,239,6,4
whisper,sortformer,False,Pjre5dpnKGA__000000000_000330000,756,769,756,769,754,769,74,195,769,195,4,3
whisper,sortformer,False,QhpjuNTZoA8__000000000_000586000,1537,1572,1533,1572,1515,1572,235,448,1572,448,3,3
whisper,sortformer,False,RL2fhIEEbZg__000000000_000065000,159,164,159,164,159,164,5,46,164,46,3,2
whisper,sortformer,False,RWTmftezCwI__000000000_000060000,119,119,119,119,119,119,11,23,119,23,2,2
whisper,sortformer,False,RZUZyvRzi80__000000000_000336000,1038,1085,1038,1085,1010,1085,161,260,1085,264,4,3
whisper,sortformer,False,T3I2T-cfhG4__000160000_000210000,110,116,110,116,110,116,19,81,116,83,2,2
whisper,sortformer,False,TU3M6wSQV_g__000099000_000171000,209,216,209,216,207,216,13,48,216,48,2,2
whisper,sortformer,False,Tlha36rSd5o__000240000_000374000,264,318,264,318,264,318,13,207,318,211,2,2
whisper,sortformer,False,TrPnW5kLAyQ__000093000_000513000,978,1099,978,1099,974,1099,49,686,1099,695,4,4
whisper,sortformer,False,U_EHjxThUgc__000181000_000289000,276,299,276,299,276,299,5,69,299,70,3,3
whisper,sortformer,False,VHlIFsHPWbk__000023000_000470000,1329,1329,1329,1329,1329,1329,149,291,1329,291,4,4
whisper,sortformer,False,VKY0uuZ6Om8__000575000_000935000,958,1077,958,1077,955,1077,86,594,1077,611,3,3
whisper,sortformer,False,VY_4x1scS-Y__000013000_000121000,320,336,320,336,291,336,59,174,336,181,4,3
whisper,sortformer+rule,False,0AEEA8NyVwY__000011000_000609000,1060,1333,1060,1333,1060,1333,33,1015,1333,1041,3,3
whisper,sortformer+rule,False,0SoItGfM_sY__000007000_000088000,154,165,154,165,151,165,11,74,165,74,5,3
whisper,sortformer+rule,False,0VEwL9XZ0LY__000261000_000557000,696,873,696,873,690,873,27,701,873,717,2,2
whisper,sortformer+rule,False,1LFl5JEipII__000000000_000597000,1475,1590,1475,1590,1415,1590,313,556,1590,563,5,4
whisper,sortformer+rule,False,2HGP34TNvjg__000084000_000194000,315,296,296,296,296,296,97,241,296,241,2,3
whisper,sortformer+rule,False,2LN6vb7EBn0__000098000_000394000,650,751,650,751,642,751,73,417,751,423,3,3
whisper,sortformer+rule,False,2T4pjueLrsk__000677000_001290000,2314,2314,2314,2314,2314,2314,692,1730,2314,1730,4,2
whisper,sortformer+rule,False,2gGHQgj9yno__000000000_000099000,269,285,269,285,269,285,13,51,285,51,4,3
whisper,sortformer+rule,False,2iMXYxBTwbM__000339000_000401000,175,188,175,188,174,188,41,122,188,122,3,2
whisper,sortformer+rule,False,37dND_0r6S8__000060000_000222000,479,557,479,557,475,557,33,270,557,271,2,2
whisper,sortformer+rule,False,4Qg2jWP6_T0__000136000_000202000,259,266,259,266,259,266,67,80,266,80,3,2
whisper,sortformer+rule,False,6-726qTlYeg__000102000_000162000,213,214,213,214,213,214,8,38,214,38,2,2
whisper,sortformer+rule,False,6ZeRgvDHwcI__000006000_000100000,155,189,155,189,155,189,7,79,189,84,2,2
whisper,sortformer+rule,False,6f6TLzlP8Wk__000082000_000144000,228,236,228,236,226,236,10,31,236,31,2,2
whisper,sortformer+rule,False,7L4gi7Ncc0s__000090000_000148000,125,125,125,125,125,125,6,61,125,61,2,2
whisper,sortformer+rule,False,7YfsQPYY-W0__000351000_000411000,208,208,208,208,208,208,21,37,208,37,2,2
whisper,sortformer+rule,False,7c9ePKgqams__000299000_000869000,1475,1522,1475,1522,1472,1522,58,262,1522,262,4,3
whisper,sortformer+rule,False,87Zbup3ohcw__000106000_000445000,466,749,466,749,466,749,6,511,749,524,4,4
whisper,sortformer+rule,False,8Ve4SWhlrrA__000000000_000070000,133,133,133,133,133,133,4,107,133,107,2,1
whisper,sortformer+rule,False,8pkp-lpMJP0__000326000_000926000,1511,1535,1509,1535,1494,1535,196,372,1535,372,8,4
whisper,sortformer+rule,False,8r2Nltl0W4o__000259000_000320000,241,253,241,253,241,253,11,52,253,53,2,2
whisper,sortformer+rule,False,90uAd6xpTPo__000016000_000408000,899,1212,873,1212,641,1212,256,745,1212,756,4,4
whisper,sortformer+rule,False,9Aw8kg8w5Xo__000000000_000083000,179,199,179,199,179,199,5,101,199,102,4,3
whisper,sortformer+rule,False,9_GMxc_JjyI__000236000_000368000,360,371,360,371,355,371,25,187,371,187,2,2
whisper,sortformer+rule,False,ARCKJrGkITw__000014000_000496000,1337,1375,1337,1375,1318,1375,116,300,1375,300,3,2
whisper,sortformer+rule,False,ARZl7LT0UC0__000073000_000130000,145,153,145,153,145,153,4,25,153,25,3,3
whisper,sortformer+rule,False,A_dohDOK6Ic__000000000_000600000,1542,1829,1522,1829,918,1829,404,1303,1829,1309,3,3
whisper,sortformer+rule,False,B2ScTgeIIck__000117000_000180000,222,174,222,174,222,174,111,174,174,222,2,2
whisper,sortformer+rule,False,Cku_X_SL7qU__000060000_000660000,1778,1778,1778,1778,1778,1778,815,1588,1778,1588,3,3
whisper,sortformer+rule,False,DPmew0didIM__000191000_000512000,747,768,747,768,735,768,80,166,768,166,5,4
whisper,sortformer+rule,False,EmsKkNN2Me4__000035000_000095000,179,179,179,179,179,179,56,117,179,117,2,2
whisper,sortformer+rule,False,ExGJodnzocM__000212000_000527000,847,1161,847,1161,538,1161,210,860,1161,869,4,3
whisper,sortformer+rule,False,G6qzg93FxwE__000021000_000116000,229,267,229,267,219,267,15,69,267,70,2,2
whisper,sortformer+rule,False,GEc_sS2KWo8__000096000_000290000,474,518,474,518,473,518,18,153,518,154,4,3
whisper,sortformer+rule,False,GfFLEIAAumk__000090000_000163000,200,216,200,216,200,216,9,60,216,60,2,2
whisper,sortformer+rule,False,HZv_WvIr6lE__000021000_000105000,202,260,202,260,195,260,24,195,260,197,3,3
whisper,sortformer+rule,False,IAm1rt-MYcA__000004000_000558000,1586,1688,1586,1688,1517,1688,136,536,1688,541,4,3
